Regime,n,lambda,rho,rho_UCB,state,U_joint
isolated_verifier,400,0.0,1.0,2.997377833795103,CLOSED,0.007461355528799602
malicious_tool_output,400,15.869098606028041,2.5129513811484445,3.5608877020707213,CLOSED,0.06306890007654116
poisoned_shard,400,23.98502649060515,2.883899139776683,4.059582127695108,CLOSED,0.0747237973537661
shared_verifier,400,16.341642462736587,2.5376510442700697,3.5780451668735447,CLOSED,0.06600205423607253
