run_file,dataset,backbone,mode,n,acceptance_rate,answer_accuracy,accepted_accuracy,mean_total_tokens,median_total_tokens,p95_total_tokens,mean_total_wall_ms,median_total_wall_ms,p95_total_wall_ms,generation_ms_mean,certificate_ms_mean,replay_ms_mean,verifier_ms_mean,generation_share,certificate_share,replay_share,verifier_share
run_a9c4e91a.jsonl,medmcqa,google/flan-t5-base,baseline_posthoc_verify,10,0.0,0.5,0.0,85.8,90.0,137.14999999999998,52.84483340801671,41.723541493411176,106.69112720352122,52.77388750691898,0.0,0.0,0.0709459010977298,0.9986574675985833,0.0,0.0,0.0013425324014166937
