dataset,backbone,mode,n,acceptance_rate,answer_accuracy,mean_total_tokens,mean_total_wall_ms,generation_ms,certificate_ms,replay_ms,verifier_ms
medmcqa,google/flan-t5-base,baseline_multiagent_no_cert,10,1.0,0.1,85.8,50.64787469455041,50.63118749822024,0.0,0.0,0.016687196330167353
