run_file,dataset,backbone,mode,n,acceptance_rate,answer_accuracy,accepted_accuracy,mean_total_tokens,median_total_tokens,p95_total_tokens,mean_total_wall_ms,median_total_wall_ms,p95_total_wall_ms,generation_ms_mean,certificate_ms_mean,replay_ms_mean,verifier_ms_mean,generation_share,certificate_share,replay_share,verifier_share
run_c18436f5.jsonl,medmcqa,google/flan-t5-base,pcg_full,10,0.0,0.5,0.0,85.8,90.0,137.14999999999998,52.935554410214536,45.33856353373267,97.50468717684261,52.78958729759324,0.0,0.025879303575493395,0.05037100054323673,0.9985576639361473,0.0,0.0004895279210454681,0.0009528081428072474
