run_file,dataset,backbone,mode,n,acceptance_rate,answer_accuracy,accepted_accuracy,mean_total_tokens,median_total_tokens,p95_total_tokens,mean_total_wall_ms,median_total_wall_ms,p95_total_wall_ms,generation_ms_mean,certificate_ms_mean,replay_ms_mean,verifier_ms_mean,generation_share,certificate_share,replay_share,verifier_share
run_b9400e26.jsonl,medmcqa,google/flan-t5-base,baseline_selective,10,0.0,0.5,0.0,85.8,90.0,137.14999999999998,52.55435850704089,44.98406301718205,98.42550030152769,52.48503350303508,0.0,0.0,0.06932500400580466,0.9986808895403696,0.0,0.0,0.0013191104596304215
