run_file,dataset,backbone,mode,n,acceptance_rate,answer_accuracy,accepted_accuracy,mean_total_tokens,median_total_tokens,p95_total_tokens,mean_total_wall_ms,median_total_wall_ms,p95_total_wall_ms,generation_ms_mean,certificate_ms_mean,replay_ms_mean,verifier_ms_mean,generation_share,certificate_share,replay_share,verifier_share
run_67886538.jsonl,medmcqa,google/flan-t5-base,baseline_multiagent_no_cert,10,0.0,0.5,0.0,85.8,90.0,137.14999999999998,57.58115010394249,48.073334008222446,106.18353126192224,57.50788749719504,0.0,0.0,0.07326260674744844,0.9987276633652645,0.0,0.0,0.0012723366347354751
