run_file,dataset,backbone,mode,n,acceptance_rate,answer_accuracy,accepted_accuracy,mean_total_tokens,median_total_tokens,p95_total_tokens,mean_total_wall_ms,median_total_wall_ms,p95_total_wall_ms,generation_ms_mean,certificate_ms_mean,replay_ms_mean,verifier_ms_mean,generation_share,certificate_share,replay_share,verifier_share
run_7f725e32.jsonl,medmcqa,google/flan-t5-base,baseline_multiagent_no_cert,10,0.0,0.5,0.0,85.8,90.0,137.14999999999998,51.166966403252445,42.6650200097356,98.5612000033142,51.098083207034506,0.0,0.0,0.06888319621793926,0.9986537564944722,0.0,0.0,0.0013462435055278297
