dataset,backbone,mode,n,acceptance_rate,answer_accuracy,mean_total_tokens,mean_total_wall_ms,generation_ms,certificate_ms,replay_ms,verifier_ms
medmcqa,google/flan-t5-base,pcg_full,20,0.0,0.05,82.3,205.17875180084957,205.16346035146853,0.0,0.0011687006917782128,0.0014936988009139895
