run_file,dataset,backbone,mode,n,acceptance_rate,answer_accuracy,accepted_accuracy,mean_total_tokens,median_total_tokens,p95_total_tokens,mean_total_wall_ms,median_total_wall_ms,p95_total_wall_ms,generation_ms_mean,certificate_ms_mean,replay_ms_mean,verifier_ms_mean,generation_share,certificate_share,replay_share,verifier_share
run_db77ef48.jsonl,medqa,google/flan-t5-base,pcg_full,20,0.0,0.1,0.0,227.05,220.5,348.05,59.31214795127744,54.06866650446318,84.83704378013505,59.17524805117864,0.0,0.02475620131008327,0.04690404603024945,0.9987904812352525,0.0,0.00041784798601384766,0.0007916707787336463
