run_file,dataset,backbone,mode,n,acceptance_rate,answer_accuracy,accepted_accuracy,mean_total_tokens,median_total_tokens,p95_total_tokens,mean_total_wall_ms,median_total_wall_ms,p95_total_wall_ms,generation_ms_mean,certificate_ms_mean,replay_ms_mean,verifier_ms_mean,generation_share,certificate_share,replay_share,verifier_share
run_2167089a.jsonl,medmcqa,google/flan-t5-base,baseline_lightweight_citation,10,0.0,0.5,0.0,85.8,90.0,137.14999999999998,70.01633360341657,61.274625491932966,138.41435232170613,69.94148770463653,0.0,0.0,0.07484589878004044,0.9989310223068237,0.0,0.0,0.0010689776931762705
