run_file,dataset,backbone,mode,n,acceptance_rate,answer_accuracy,accepted_accuracy,mean_total_tokens,median_total_tokens,p95_total_tokens,mean_total_wall_ms,median_total_wall_ms,p95_total_wall_ms,generation_ms_mean,certificate_ms_mean,replay_ms_mean,verifier_ms_mean,generation_share,certificate_share,replay_share,verifier_share
run_f9c5b3b0.jsonl,medmcqa,google/flan-t5-base,baseline_lightweight_citation,10,0.0,0.5,0.0,85.8,90.0,137.14999999999998,58.66187940409873,48.20372900576331,111.3530505550442,58.58639180078171,0.0,0.0,0.07548760331701487,0.9987131744825799,0.0,0.0,0.0012868255174201004
