privacy_parameter,modelled_utility,modelled_risk,uncertainty
0.25,64.86313713864834,3.4667957375866756,1.2135597524338357
0.5,68.01955000865388,3.848195626045676,1.0062305898749053
1.0,73.0,4.45,0.7893522173763262
2.0,80.01955000865388,5.298195626045676,0.5934424260562083
4.0,88.86313713864834,6.366795737586675,0.434018539953371
8.0,99.03910001730775,7.596391252091353,0.31239456052528053
